,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일
3819,진갑용14삼C,11,17,17,2,7,0,0,0,7,4,0,0,0,0,0,1,0,0,0,.412,.412,.412,.824,.387,118.7,0.12,1974-05-08
3820,이대형13LCF,102,204,177,36,42,5,1,1,52,10,13,9,19,1,0,45,1,5,2,.237,.312,.294,.605,.287,62.0,0.12,1983-07-19
3821,강귀태07현C,55,116,108,5,25,8,0,0,33,6,0,0,5,0,0,13,5,2,1,.231,.263,.306,.569,.262,53.1,0.12,1979-08-12
3822,최영환89태C,26,25,19,3,3,1,0,0,4,0,0,0,5,1,0,3,3,0,0,.158,.360,.211,.571,.308,85.9,0.12,1959-02-28
3823,홍원기98한3B,28,76,63,6,14,2,0,2,22,9,1,0,5,2,0,12,1,4,2,.222,.292,.349,.641,.275,67.7,0.12,1973-06-05
3824,이진영17KLF,18,8,5,3,2,0,0,0,2,0,0,1,1,2,0,1,0,0,0,.400,.625,.400,1.025,.512,209.4,0.12,1997-07-21
3825,조수행18두CF,119,198,183,35,51,6,4,1,68,17,9,0,9,0,0,33,4,5,1,.279,.311,.372,.683,.297,65.4,0.12,1993-08-30
3826,용덕한09두C,79,212,195,17,48,8,1,1,61,14,0,2,11,3,0,43,13,1,2,.246,.294,.313,.607,.281,52.9,0.12,1981-04-09
3827,양세종90O2B,24,66,54,5,13,1,0,1,17,7,1,3,9,1,2,8,3,1,1,.241,.354,.315,.669,.312,86.4,0.12,1958-01-17
3828,안상준02L3B,41,59,49,7,12,1,0,0,13,3,0,1,6,3,0,13,2,1,0,.245,.362,.265,.627,.302,81.0,0.12,1973-02-13
3829,황동채11롯RF,57,77,62,16,14,3,1,0,19,5,3,1,10,1,0,12,3,4,0,.226,.343,.306,.649,.302,77.7,0.12,1983-07-04
3830,김재걸09삼3B,63,65,52,7,11,2,0,1,16,4,4,2,11,0,0,16,0,2,0,.212,.349,.308,.657,.308,72.1,0.12,1972-09-07
3831,강봉규01두RF,64,97,89,16,21,7,1,2,36,11,2,0,6,1,0,28,1,1,0,.236,.292,.404,.696,.311,73.4,0.12,1978-01-12
3832,김경표87M2B,15,24,20,0,6,0,0,0,6,4,0,0,3,0,0,2,1,0,1,.300,.375,.300,.675,.330,101.7,0.12,1960-04-29
3833,최동수00L1B,29,46,43,5,11,1,1,2,20,7,0,0,3,0,0,13,0,0,0,.256,.304,.465,.770,.336,96.5,0.12,1971-09-11
3834,장순재97한,5,13,13,1,4,0,0,1,7,2,0,0,0,0,0,4,0,0,0,.308,.308,.538,.846,.374,134.9,0.12,1974-06-27
3835,허일상03롯C,58,113,106,9,25,7,1,0,34,6,0,0,4,1,0,17,1,1,1,.236,.268,.321,.589,.266,49.7,0.12,1979-12-21
3836,김지영99해C,36,43,38,5,8,1,0,2,15,6,0,0,4,0,0,12,0,1,0,.211,.286,.395,.681,.292,65.7,0.12,1974-04-21
3837,강봉규03두,6,15,13,3,3,0,0,1,6,3,1,0,2,0,0,2,1,0,0,.231,.333,.462,.795,.354,111.8,0.12,1978-01-12
3838,채상병04두C,15,18,14,0,3,1,0,0,4,2,0,0,3,1,0,4,1,0,0,.214,.389,.286,.675,.341,101.0,0.12,1979-12-18
3839,조현근05두P,1,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1.000,1.000,3.000,4.000,1.640,1016.1,0.12,1985-11-21
3840,이연수91쌍RF,16,34,31,4,8,1,0,1,12,3,1,1,2,1,0,4,1,0,0,.258,.324,.387,.711,.333,103.0,0.12,1963-03-03
3841,정영진92태,79,185,156,16,34,7,2,0,45,7,2,2,20,3,0,35,4,5,1,.218,.317,.288,.605,.285,65.4,0.12,1965-11-22
3842,구윤86삼,37,71,68,7,15,5,0,1,23,5,0,1,2,1,0,15,0,0,0,.221,.254,.338,.592,.281,75.8,0.11,1963-06-18
3843,최태원99쌍2B,132,563,486,60,116,19,0,2,141,40,12,6,54,6,0,60,5,9,7,.239,.318,.290,.608,.283,58.3,0.11,1970-08-19
3844,이성열06LDH,56,143,120,13,26,8,0,2,40,13,2,1,11,8,0,46,2,1,3,.217,.317,.333,.650,.308,91.6,0.11,1984-07-13
3845,국해성15두RF,11,26,20,6,4,1,0,1,8,5,0,0,2,1,0,5,2,1,2,.200,.280,.400,.680,.281,63.9,0.11,1989-10-08
3846,전현태10한1B,100,185,156,34,32,3,0,5,50,21,25,8,26,0,0,52,0,2,1,.205,.317,.321,.638,.300,72.5,0.11,1986-07-09
3847,이대수15S3B,36,86,72,9,19,3,0,2,28,12,0,1,6,1,0,23,6,6,1,.264,.325,.389,.714,.301,71.5,0.11,1981-08-21
3848,염경엽93태SS,86,294,254,20,54,9,2,0,67,18,13,2,15,1,0,36,4,23,1,.213,.258,.264,.522,.232,41.1,0.11,1968-03-01
3849,강경학15한SS,120,376,311,50,80,7,4,2,101,27,4,3,40,5,1,58,3,18,3,.257,.348,.325,.673,.304,66.4,0.11,1992-08-11
3850,조양근91빙2B,93,235,205,32,46,5,1,2,59,17,4,3,19,1,0,30,3,9,1,.224,.292,.288,.580,.269,58.8,0.11,1964-03-22
3851,신언호84MRF,100,382,336,24,80,12,0,2,98,29,5,3,28,8,1,30,8,8,2,.238,.310,.292,.602,.284,72.5,0.11,1955-12-18
3852,이대수09두SS,38,66,61,5,16,4,1,0,22,7,1,1,3,1,0,11,5,1,0,.262,.308,.361,.668,.302,67.1,0.11,1981-08-21
3853,김승권95한,85,120,116,19,27,7,0,2,40,7,2,1,1,1,0,21,2,2,0,.233,.246,.345,.591,.265,66.4,0.11,1976-05-01
3854,최진행04한1B,79,239,209,28,43,10,0,9,80,28,2,0,25,2,0,79,5,1,2,.206,.294,.383,.677,.309,79.6,0.11,1985-08-17
3855,조성환00롯2B,57,106,93,15,21,3,0,1,27,4,5,1,9,2,0,17,0,1,1,.226,.305,.290,.595,.279,58.8,0.11,1976-12-23
3856,이병규08LLF,33,86,78,7,18,6,1,1,29,9,0,0,5,2,0,23,3,1,0,.231,.294,.372,.666,.308,81.5,0.11,1983-10-09
3857,허도환16한C,48,93,78,9,17,8,0,0,25,12,0,0,6,5,0,21,2,4,0,.218,.315,.321,.635,.291,55.3,0.11,1984-07-31
3858,김동한12두2B,10,8,8,3,3,0,0,0,3,0,2,0,0,0,0,2,0,0,0,.375,.375,.375,.750,.358,124.0,0.11,1988-06-24
3859,김진삼97삼,8,9,9,2,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,.444,.444,.444,.889,.415,161.1,0.11,1977-01-13
3860,지석훈04현,5,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1.000,1.000,3.000,4.000,1.636,978.5,0.11,1984-03-17
3861,김수연05한LF,111,299,273,41,69,10,2,0,83,14,9,3,20,1,0,46,3,4,1,.253,.305,.304,.609,.285,68.3,0.11,1977-05-28
3862,정수성03현CF,26,10,8,3,3,0,0,0,3,0,2,0,1,0,0,2,0,1,0,.375,.444,.375,.819,.351,109.5,0.11,1978-03-04
3863,김응민15두,4,3,3,1,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,.333,.333,1.333,1.667,.641,371.9,0.11,1991-10-22
3864,문규현13롯SS,79,116,101,10,24,2,0,0,26,6,2,0,11,0,0,23,1,2,2,.238,.307,.257,.564,.274,54.3,0.11,1983-07-05
3865,조호83M2B,9,9,8,2,3,0,0,0,3,1,0,0,1,0,0,3,0,0,0,.375,.444,.375,.819,.393,157.2,0.11,1957-09-22
3866,임경택88롯,9,10,8,0,2,0,1,0,4,2,0,0,2,0,0,2,1,0,0,.250,.400,.500,.900,.406,154.3,0.11,1963-03-02
3867,김종석03한1B,78,182,152,11,36,6,0,3,51,17,0,3,28,1,2,36,6,1,0,.237,.359,.336,.695,.324,90.7,0.11,1971-02-28
3868,김종윤86빙RF,46,81,68,14,15,2,1,0,19,1,3,3,10,0,0,16,0,3,0,.221,.321,.279,.600,.285,78.9,0.11,1957-06-19
3869,서승화03LP,8,8,8,2,3,2,0,0,5,0,0,0,0,0,0,4,0,0,0,.375,.375,.625,1.000,.439,172.9,0.11,1979-07-13
3870,임훈12SRF,117,348,314,36,84,8,4,0,100,26,3,5,18,1,0,56,7,14,1,.268,.308,.318,.627,.288,74.3,0.11,1985-07-17
3871,브래디98롯DH,70,169,155,18,40,6,4,3,63,6,4,1,6,2,1,30,3,6,0,.258,.295,.406,.701,.299,84.2,0.11,1969-11-23
3872,김인태18두RF,46,109,95,16,25,7,0,1,35,10,0,0,12,0,0,26,0,1,1,.263,.343,.368,.711,.320,83.0,0.11,1994-07-03
3873,김용희89O,57,42,35,26,7,0,0,0,7,0,14,5,4,2,0,10,0,1,0,.200,.317,.200,.517,.266,57.2,0.11,1964-12-20
3874,최무영87삼,26,39,31,7,5,0,0,1,8,3,1,1,6,2,0,6,0,0,0,.161,.333,.258,.591,.305,83.7,0.11,1962-11-02
3875,윤태수03두,6,6,6,1,2,0,0,1,5,1,0,0,0,0,0,1,0,0,0,.333,.333,.833,1.167,.491,209.9,0.11,1978-04-05
3876,김준완14NRF,6,5,4,1,2,0,0,0,2,0,1,0,1,0,0,1,0,0,0,.500,.600,.500,1.100,.525,211.2,0.11,1991-01-20
3877,임성민05K,47,62,56,12,13,2,0,1,18,3,0,0,6,0,0,14,2,0,0,.232,.307,.321,.628,.297,75.6,0.11,1982-06-18
3878,김종갑88삼,64,136,117,23,20,5,0,5,40,12,3,2,15,0,0,25,0,3,1,.171,.263,.342,.605,.276,65.3,0.11,1964-06-18
3879,금광옥84삼C,58,202,190,16,34,9,0,6,61,18,0,0,7,1,0,37,4,4,0,.179,.212,.321,.533,.243,45.9,0.11,1956-12-19
3880,김일혁93빙,42,71,64,7,12,4,0,1,19,6,2,0,5,1,0,11,1,1,0,.188,.257,.297,.554,.263,64.8,0.11,1970-01-26
3881,허웅15SC,18,19,17,2,5,1,0,0,6,3,0,0,2,0,0,3,0,0,0,.294,.368,.353,.721,.341,98.5,0.11,1983-09-17
3882,허도환18SC,23,24,22,4,6,0,0,1,9,1,0,0,1,1,0,8,1,0,0,.273,.333,.409,.742,.331,83.6,0.11,1984-07-31
3883,정호진96롯C,3,8,8,1,3,1,0,0,4,1,0,0,0,0,0,0,1,0,0,.375,.375,.500,.875,.402,158.2,0.11,1974-01-05
3884,김태완08L3B,37,82,66,10,16,2,1,0,20,1,0,0,8,1,0,16,1,5,1,.242,.329,.303,.632,.285,65.4,0.11,1981-09-19
3885,조유신98롯3B,26,43,39,4,8,2,1,1,15,4,1,0,3,0,0,12,1,1,0,.205,.262,.385,.647,.280,71.1,0.11,1975-02-07
3886,김상훈00해C,88,199,184,18,43,8,0,3,60,23,0,0,8,1,0,52,3,4,2,.234,.267,.326,.593,.263,48.3,0.11,1977-10-27
3887,송성문17넥2B,38,90,77,11,21,0,1,1,26,8,0,1,10,1,0,16,0,1,1,.273,.360,.338,.697,.323,82.6,0.11,1996-08-29
3888,최계영86롯CF,66,71,61,9,14,4,0,0,18,4,1,1,6,0,0,4,2,4,0,.230,.299,.295,.594,.272,68.2,0.11,1963-09-03
3889,지화선97현,7,12,11,2,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,.364,.417,.364,.780,.370,132.4,0.11,1970-05-10
3890,박영태88롯2B,67,148,131,17,29,8,1,0,39,10,7,3,7,4,0,20,4,6,0,.221,.282,.298,.579,.266,57.9,0.11,1959-08-25
3891,송경섭82삼3B,53,172,152,9,30,9,1,2,47,20,2,1,12,5,0,41,4,1,2,.197,.275,.309,.584,.272,62.7,0.11,1960-11-26
3892,박재용98해RF,81,231,209,19,46,10,0,6,74,31,0,0,15,4,0,20,7,2,1,.220,.284,.354,.638,.287,75.9,0.11,1969-06-16
3893,강명구12삼2B,72,11,10,16,1,0,0,0,1,0,15,3,1,0,0,1,1,0,0,.100,.182,.100,.282,.152,-21.0,0.11,1980-10-25
3894,김경진99해LF,17,18,16,4,5,2,0,0,7,1,0,0,1,1,0,3,1,0,0,.313,.389,.438,.826,.375,119.9,0.10,1976-12-21
3895,박기혁16kSS,117,348,308,36,84,13,0,2,103,34,0,2,27,1,0,53,8,10,2,.273,.331,.334,.666,.306,64.1,0.10,1981-06-04
3896,김웅빈16넥2B,10,15,14,4,6,0,0,1,9,4,0,0,0,0,0,3,0,0,1,.429,.400,.643,1.043,.441,150.7,0.10,1996-02-09
3897,김재호12두SS,84,200,177,23,38,2,2,0,44,11,3,3,16,2,0,31,5,5,0,.215,.287,.249,.536,.258,53.5,0.10,1985-03-21
3898,최경철13LC,38,65,53,6,13,2,1,0,17,5,0,1,4,2,0,17,0,5,1,.245,.317,.321,.637,.282,58.7,0.10,1980-08-15
3899,우동균13삼RF,82,94,80,9,18,6,0,1,27,15,3,1,11,1,1,16,0,1,1,.225,.323,.338,.660,.308,76.9,0.10,1989-12-03
3900,조중근04S1B,41,71,66,5,18,2,0,2,26,7,1,0,2,2,0,19,2,0,1,.273,.310,.394,.704,.323,88.2,0.10,1982-12-20
3901,허준01한SS,89,263,224,19,53,9,1,3,73,28,9,5,21,1,1,14,4,14,3,.237,.301,.326,.627,.276,53.2,0.10,1970-05-29
3902,권윤민07KC,11,20,19,0,5,0,1,0,7,0,0,0,0,1,0,4,2,0,0,.263,.300,.368,.668,.312,87.1,0.10,1979-01-22
3903,이규창92삼,6,9,7,1,1,0,0,1,4,1,1,0,1,1,0,4,0,0,0,.143,.333,.571,.905,.390,135.1,0.10,1971-02-26
3904,채종국03현3B,90,164,137,18,33,8,0,3,50,16,0,0,7,6,0,31,3,12,2,.241,.303,.365,.668,.283,62.0,0.10,1975-10-24
3905,곽연수94O,14,26,24,0,7,2,0,0,9,2,0,0,1,0,0,5,0,1,0,.292,.320,.375,.695,.312,94.7,0.10,1967-03-18
3906,김정혁17삼3B,31,91,84,15,23,5,0,0,28,13,3,1,4,2,0,18,1,0,1,.274,.319,.333,.652,.301,70.6,0.10,1985-08-03
3907,차동열88MC,14,36,36,4,9,1,0,1,13,4,0,0,0,0,0,6,2,0,0,.250,.250,.361,.611,.280,67.4,0.10,1956-01-17
3908,발데스08KSS,47,176,156,17,34,9,1,1,48,16,13,4,9,1,0,19,2,9,1,.218,.264,.308,.571,.256,45.8,0.10,1978-05-20
3909,김종헌91롯CF,47,42,37,10,9,2,0,0,11,0,4,2,4,0,0,9,2,1,0,.243,.317,.297,.614,.290,74.4,0.10,1966-07-27
3910,서동욱15넥2B,55,118,103,14,24,5,0,3,38,15,0,0,11,3,0,45,1,1,0,.233,.325,.369,.694,.317,77.3,0.10,1984-03-21
3911,최계영92롯RF,39,76,69,8,20,1,0,1,24,9,2,2,5,0,0,3,1,2,0,.290,.338,.348,.686,.315,85.6,0.10,1963-09-03
3912,문희성99두RF,8,13,12,2,4,0,1,0,6,1,0,0,0,1,0,3,0,0,0,.333,.385,.500,.885,.390,131.2,0.10,1973-02-22
3913,심성보01LLF,97,247,219,21,61,11,0,2,78,34,3,2,19,0,1,39,1,6,3,.279,.332,.356,.688,.312,74.4,0.10,1973-02-16
3914,김광현95OC,11,18,17,1,3,1,2,0,8,2,0,0,1,0,0,5,1,0,0,.176,.222,.471,.693,.298,89.5,0.10,1971-10-07
3915,김기홍93L,13,12,11,2,4,1,0,0,5,1,0,0,0,0,0,2,0,1,0,.364,.364,.455,.818,.352,130.6,0.10,1970-02-26
3916,강광회93쌍,9,4,4,1,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.476,220.1,0.10,1968-06-23
3917,박기남15K3B,51,93,69,8,14,3,0,0,17,3,1,1,21,0,0,19,3,3,0,.203,.389,.246,.635,.317,77.4,0.10,1981-08-14
3918,윤요섭10SL,46,57,51,4,15,0,0,0,15,9,1,0,2,2,0,16,0,1,1,.294,.339,.294,.633,.301,72.4,0.10,1982-03-30
3919,김재덕96해,70,123,114,7,22,8,0,3,39,15,0,0,7,1,0,22,1,1,0,.193,.246,.342,.588,.270,67.2,0.10,1973-05-01
3920,이전진94O,21,35,32,2,8,1,0,0,9,3,1,0,2,1,0,14,0,0,0,.250,.314,.281,.596,.289,78.3,0.10,1972-11-14
3921,강진성13N3B,3,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,.500,.667,1.000,1.667,.687,335.8,0.10,1993-10-19
3922,이상호16N2B,15,27,25,1,7,2,0,0,9,1,3,0,0,2,0,4,3,0,0,.280,.333,.360,.693,.326,80.8,0.10,1989-02-05
3923,한상훈08한2B,122,360,314,29,68,13,2,0,85,32,5,0,32,2,0,52,9,10,2,.217,.291,.271,.562,.267,54.9,0.10,1980-06-03
3924,최길성00해,6,6,5,1,2,1,0,0,3,0,0,0,1,0,0,2,0,0,0,.400,.500,.600,1.100,.488,197.7,0.10,1978-02-06
3925,이성수86빙,46,84,72,10,15,3,1,0,20,7,6,4,7,1,0,9,0,4,0,.208,.288,.278,.565,.263,63.4,0.10,1960-10-23
3926,임수혁94롯DH,29,48,40,4,10,1,0,0,11,7,0,0,8,0,0,7,0,0,0,.250,.375,.275,.650,.323,103.1,0.10,1969-06-17
3927,박전섭82해C,45,115,106,7,23,4,1,0,29,7,0,0,7,1,0,13,2,1,0,.217,.272,.274,.546,.257,51.2,0.10,1959-02-04
3928,김대진87O1B,32,41,35,2,8,2,0,1,13,4,0,0,4,1,0,2,0,0,1,.229,.317,.371,.689,.326,98.7,0.10,1955-12-22
3929,김진형15두3B,14,21,18,3,3,2,0,1,8,2,0,0,3,0,0,7,1,0,0,.167,.286,.444,.730,.317,91.2,0.10,1990-06-07
3930,김선진94L1B,48,83,76,16,20,1,1,1,26,7,3,1,5,0,1,12,4,1,1,.263,.305,.342,.647,.293,81.6,0.10,1967-05-05
3931,박성훈89M,26,47,42,5,10,2,0,0,12,2,2,0,4,0,0,9,2,1,0,.238,.304,.286,.590,.284,69.5,0.10,1967-01-23
3932,도이석86OCF,34,18,13,8,2,1,0,0,3,3,1,1,5,0,0,1,1,0,0,.154,.389,.231,.620,.326,108.8,0.10,1961-09-13
3933,정학원91쌍,37,88,78,6,17,2,2,0,23,12,1,0,4,4,0,18,2,2,0,.218,.291,.295,.586,.276,64.9,0.10,1968-08-03
3934,곽권희92태,6,5,4,0,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,.500,.600,.500,1.100,.523,224.6,0.10,1966-10-14
3935,최영술91O,11,9,4,3,1,0,0,0,1,2,1,1,0,5,0,11,1,0,0,.250,.667,.250,.917,.524,236.2,0.10,1972-10-28
3936,이홍범84OCF,72,156,144,17,32,6,0,1,41,7,2,2,11,0,1,18,2,1,0,.222,.277,.285,.562,.265,61.4,0.10,1953-02-10
3937,홍재호18K2B,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,.263,.333,.382,.715,.311,76.5,0.10,1987-05-10
3938,박헌욱18NCF,10,23,22,1,6,2,0,1,11,3,1,0,1,0,0,5,1,0,0,.273,.304,.500,.804,.340,94.2,0.10,1993-04-11
3939,김갑중97현CF,58,118,101,14,26,4,0,1,33,15,1,3,6,3,0,14,6,7,1,.257,.315,.327,.642,.283,71.6,0.10,1970-08-15
3940,박연수02LRF,60,94,81,15,16,1,0,5,32,18,3,0,7,3,1,35,1,1,2,.198,.280,.395,.675,.289,71.7,0.10,1974-01-14
3941,김승권00한,58,90,85,12,22,10,0,1,35,12,0,0,2,0,0,17,1,3,0,.259,.276,.412,.688,.293,68.8,0.10,1976-05-01
3942,유재신08히2B,54,97,93,19,24,2,1,0,28,7,7,2,1,1,0,19,2,2,0,.258,.274,.301,.575,.267,54.8,0.10,1987-11-21
3943,조효상98한,46,32,30,6,8,2,0,0,10,1,0,0,1,1,0,12,0,0,0,.267,.313,.333,.646,.299,84.0,0.10,1974-01-26
3944,한기철92삼,14,9,9,3,2,0,1,1,7,6,0,0,0,0,0,3,0,0,0,.222,.222,.778,1.000,.407,145.9,0.10,1969-06-20
3945,백상원13삼2B,5,4,4,1,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,.500,.500,.750,1.250,.571,256.8,0.10,1988-01-02
3946,김진홍85OC,3,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,.633,315.1,0.10,1962-09-10
3947,호세07롯DH,23,100,86,5,22,4,0,1,29,12,0,0,14,0,3,12,3,0,0,.256,.360,.337,.697,.325,96.5,0.10,1965-05-02
3948,이지환93롯1B,9,10,9,1,3,1,0,0,4,0,0,0,1,0,0,1,0,0,0,.333,.400,.444,.844,.398,161.2,0.10,1971-03-09
3949,장재중95쌍C,8,3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,.623,315.5,0.10,1971-05-19
3950,박종호82O,4,5,4,0,2,0,0,0,2,2,0,0,1,0,0,0,1,0,0,.500,.600,.500,1.100,.521,224.4,0.10,1964-12-07
3951,홍성흔15두DH,93,352,301,39,79,12,0,7,112,46,8,1,42,5,1,59,13,4,0,.262,.362,.372,.734,.338,97.7,0.09,1977-02-28
3952,용덕한04두C,5,3,2,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1.000,.667,1.000,1.667,.630,303.5,0.09,1981-04-09
3953,서효인95LCF,31,58,44,4,8,0,0,1,11,5,1,0,8,2,0,10,3,3,1,.182,.327,.250,.577,.272,70.0,0.09,1962-02-06
3954,김선빈14KSS,33,98,93,7,27,4,0,0,31,9,2,0,3,0,0,10,3,2,0,.290,.313,.333,.646,.295,59.1,0.09,1989-12-18
3955,최준석18NDH,93,179,153,7,39,3,0,4,54,24,0,0,24,0,0,41,6,0,2,.255,.352,.353,.705,.324,84.5,0.09,1983-02-15
3956,강인권04두C,79,182,160,13,38,7,0,0,45,23,0,0,10,3,0,35,0,6,3,.238,.290,.281,.571,.264,46.9,0.09,1972-06-26
3957,김경수93쌍,13,11,11,1,3,1,0,0,4,0,4,1,0,0,0,4,1,0,0,.273,.273,.364,.636,.298,89.7,0.09,1967-04-09
3958,박용성84롯DH,71,180,158,13,35,2,0,7,58,21,1,3,17,2,0,30,6,2,0,.222,.305,.367,.672,.312,94.8,0.09,1958-09-30
3959,최훈락10KLF,19,47,40,4,11,0,0,2,17,6,2,3,2,3,0,15,0,1,1,.275,.348,.425,.773,.345,102.4,0.09,1982-05-12
3960,정진호90태DH,45,122,103,8,29,3,1,0,34,10,2,3,9,4,0,15,2,4,2,.282,.356,.330,.686,.323,94.3,0.09,1956-06-23
3961,정현택99L1B,17,42,38,6,10,0,1,1,15,2,1,0,3,1,0,9,0,0,0,.263,.333,.395,.728,.328,88.4,0.09,1980-02-22
3962,송재익99삼,80,130,103,18,21,2,1,2,31,15,3,2,16,5,0,25,2,5,1,.204,.336,.301,.637,.292,65.8,0.09,1974-03-27
3963,송산06KC,43,46,40,4,9,2,0,0,11,8,0,0,2,2,0,9,2,2,0,.225,.296,.275,.571,.266,61.7,0.09,1982-07-02
3964,임정면86해,5,6,5,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,.400,.500,.400,.900,.443,194.8,0.09,1958-09-17
3965,김용우09S,4,3,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,.500,.667,1.000,1.667,.669,318.3,0.09,1979-09-12
3966,조남기99해C,1,4,4,1,2,1,0,0,3,3,0,0,0,0,0,0,0,0,0,.500,.500,.750,1.250,.544,229.8,0.09,1974-05-17
3967,김정훈13SC,4,3,3,2,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,.667,.667,.667,1.333,.638,300.1,0.09,1987-05-23
3968,조재호11SRF,1,5,4,1,3,0,0,0,3,0,0,2,1,0,0,1,0,0,0,.750,.800,.750,1.550,.719,363.1,0.09,1980-01-10
3969,최동원84롯P,1,1,1,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,1.351,849.4,0.09,1958-05-24
3970,강성우05SC,22,20,18,1,5,4,0,0,9,0,0,0,0,0,0,4,2,2,0,.278,.278,.500,.778,.309,83.2,0.09,1970-01-05
3971,양원혁18L2B,7,6,5,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,.400,.500,.400,.900,.428,151.8,0.09,1991-07-21
3972,박계원01SSS,48,22,20,15,5,1,0,0,6,2,7,2,2,0,0,7,1,0,0,.250,.318,.300,.618,.297,65.4,0.09,1970-02-04
3973,최달호91LC,24,57,51,1,10,3,0,1,16,3,1,1,4,1,0,15,1,1,0,.196,.268,.314,.582,.271,59.3,0.09,1969-09-02
3974,위재영95태P,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.818,453.0,0.09,1972-05-21
3975,임병욱17넥CF,21,46,42,10,10,3,0,1,16,7,2,0,3,0,0,14,2,0,1,.238,.283,.381,.664,.292,62.2,0.09,1995-09-30
3976,박지환92롯,1,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1.000,1.000,1.000,2.000,.850,437.5,0.09,1969-10-20
3977,최경환09KLF,47,85,74,14,18,3,0,1,24,6,4,0,10,0,0,18,2,0,1,.243,.329,.324,.654,.308,71.1,0.09,1972-05-12
3978,최익성03현,33,59,47,9,9,2,1,1,16,5,0,0,8,1,0,9,1,2,1,.191,.316,.340,.656,.294,69.9,0.09,1972-02-11
3979,장영균02삼,5,6,4,1,1,1,0,0,2,0,0,0,1,1,0,1,0,0,0,.250,.500,.500,1.000,.452,185.1,0.09,1976-05-20
3980,강호규90태,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,1.351,804.9,0.09,1970-04-28
3981,강명구07삼SS,68,32,27,13,3,0,1,0,5,2,13,3,5,0,0,9,0,0,0,.111,.250,.185,.435,.224,25.5,0.09,1980-10-25
3982,조동찬02삼3B,5,7,7,2,2,0,0,1,5,1,0,0,0,0,0,2,0,0,0,.286,.286,.714,1.000,.416,160.4,0.09,1983-07-27
3983,이용규14한DH,104,418,358,62,103,12,4,0,123,20,12,11,52,5,0,46,5,2,1,.288,.385,.344,.728,.349,88.2,0.09,1985-08-26
3984,김문호06롯,8,12,10,0,3,0,0,0,3,0,0,0,2,0,0,3,0,0,0,.300,.417,.300,.717,.355,126.4,0.09,1987-06-22
3985,윤석환85OP,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,1.343,811.1,0.09,1961-07-07
3986,권재광95롯,10,21,18,2,3,0,0,1,6,3,1,0,2,1,0,6,0,0,0,.167,.286,.333,.619,.292,86.0,0.09,1971-04-27
3987,최형우02삼C,4,6,5,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,.400,.400,.800,1.200,.425,166.3,0.09,1983-12-16
3988,이영주98롯,13,21,18,3,4,1,0,1,8,2,0,0,2,0,0,4,0,0,1,.222,.286,.444,.730,.314,94.2,0.09,1974-05-25
3989,박정환90삼2B,66,150,142,17,33,8,0,2,47,13,0,0,4,1,0,38,4,2,1,.232,.257,.331,.588,.273,61.4,0.09,1957-05-25
3990,김영진97삼C,76,180,156,17,26,4,3,3,45,14,0,3,15,4,0,34,2,5,0,.167,.257,.288,.546,.249,50.3,0.09,1972-04-09
3991,정성룡84삼,21,36,33,3,9,0,0,0,9,2,0,0,3,0,0,11,2,0,0,.273,.333,.273,.606,.296,82.9,0.09,1964-05-19
3992,김상호00S,3,9,8,1,2,0,0,1,5,2,0,0,1,0,0,1,0,0,0,.250,.333,.625,.958,.401,140.2,0.09,1975-03-11
3993,안대환90O,66,77,66,9,13,3,1,1,21,5,5,4,7,2,0,15,0,2,0,.197,.293,.318,.612,.289,70.4,0.09,1962-09-14
